Id,Pred,Team1,Team2,Season
2016_1112_1114,0.73779615653,Arizona,Ark Little Rock,2016
2016_1112_1122,0.954193559048,Arizona,Austin Peay,2016
2016_1112_1124,0.492447299255,Arizona,Baylor,2016
2016_1112_1138,0.882899212171,Arizona,Buffalo,2016
2016_1112_1139,0.557425626703,Arizona,Butler,2016
2016_1112_1143,0.627106698274,Arizona,California,2016
2016_1112_1151,0.806766200834,Arizona,Chattanooga,2016
2016_1112_1153,0.53598924869,Arizona,Cincinnati,2016
2016_1112_1160,0.728423152839,Arizona,Colorado,2016
2016_1112_1163,0.63177469972,Arizona,Connecticut,2016
2016_1112_1167,0.858949662414,Arizona,CS Bakersfield,2016
2016_1112_1173,0.699855087392,Arizona,Dayton,2016
2016_1112_1181,0.457459664807,Arizona,Duke,2016
2016_1112_1192,0.973265346813,Arizona,F Dickinson,2016
2016_1112_1195,0.939295583135,Arizona,FL Gulf Coast,2016
2016_1112_1201,0.830878561232,Arizona,Fresno St,2016
2016_1112_1211,0.606881502137,Arizona,Gonzaga,2016
2016_1112_1214,0.956561127774,Arizona,Hampton,2016
2016_1112_1218,0.766788518675,Arizona,Hawaii,2016
2016_1112_1221,0.976362680978,Arizona,Holy Cross,2016
2016_1112_1231,0.461815233572,Arizona,Indiana,2016
2016_1112_1233,0.846678820595,Arizona,Iona,2016
2016_1112_1234,0.533671237194,Arizona,Iowa,2016
2016_1112_1235,0.568961607663,Arizona,Iowa St,2016
2016_1112_1242,0.317916886727,Arizona,Kansas,2016
2016_1112_1246,0.432741688365,Arizona,Kentucky,2016
2016_1112_1268,0.621104392489,Arizona,Maryland,2016
2016_1112_1274,0.48713668591,Arizona,Miami FL,2016
2016_1112_1276,0.668706140493,Arizona,Michigan,2016
2016_1112_1277,0.351229886747,Arizona,Michigan St,2016
2016_1112_1292,0.880077255189,Arizona,MTSU,2016
2016_1112_1314,0.33598093389,Arizona,North Carolina,2016
2016_1112_1320,0.838616090575,Arizona,Northern Iowa,2016
2016_1112_1323,0.67465856228,Arizona,Notre Dame,2016
2016_1112_1328,0.445499668816,Arizona,Oklahoma,2016
2016_1112_1332,0.468243008539,Arizona,Oregon,2016
2016_1112_1333,0.73331223742,Arizona,Oregon St,2016
2016_1112_1338,0.594527461035,Arizona,Pittsburgh,2016
2016_1112_1344,0.741804720094,Arizona,Providence,2016
2016_1112_1345,0.466900992749,Arizona,Purdue,2016
2016_1112_1355,0.820088340111,Arizona,S Dakota St,2016
2016_1112_1371,0.644290014954,Arizona,Seton Hall,2016
2016_1112_1372,0.673863815292,Arizona,SF Austin,2016
2016_1112_1380,0.948869750636,Arizona,Southern Univ,2016
2016_1112_1386,0.71109682555,Arizona,St Joseph's PA,2016
2016_1112_1392,0.822480256946,Arizona,Stony Brook,2016
2016_1112_1393,0.679347585576,Arizona,Syracuse,2016
2016_1112_1396,0.817598572708,Arizona,Temple,2016
2016_1112_1400,0.59479217591,Arizona,Texas,2016
2016_1112_1401,0.454295000346,Arizona,Texas A&M,2016
2016_1112_1403,0.709259154118,Arizona,Texas Tech,2016
2016_1112_1409,0.763821470928,Arizona,Tulsa,2016
2016_1112_1421,0.866792482648,Arizona,UNC Asheville,2016
2016_1112_1423,0.76276883876,Arizona,UNC Wilmington,2016
2016_1112_1425,0.688766201197,Arizona,USC,2016
2016_1112_1428,0.651184501742,Arizona,Utah,2016
2016_1112_1433,0.598044818699,Arizona,VA Commonwealth,2016
2016_1112_1435,0.591318627333,Arizona,Vanderbilt,2016
2016_1112_1437,0.434973265166,Arizona,Villanova,2016
2016_1112_1438,0.385111897635,Arizona,Virginia,2016
2016_1112_1451,0.929120356879,Arizona,Weber St,2016
2016_1112_1452,0.23222198464,Arizona,West Virginia,2016
2016_1112_1453,0.851700984665,Arizona,WI Green Bay,2016
2016_1112_1455,0.49568591038,Arizona,Wichita St,2016
2016_1112_1458,0.655378175796,Arizona,Wisconsin,2016
2016_1112_1462,0.485551761894,Arizona,Xavier,2016
2016_1112_1463,0.7206433854,Arizona,Yale,2016
2016_1114_1122,0.902088946512,Ark Little Rock,Austin Peay,2016
2016_1114_1124,0.300397721161,Ark Little Rock,Baylor,2016
2016_1114_1138,0.768972756681,Ark Little Rock,Buffalo,2016
2016_1114_1139,0.357458752424,Ark Little Rock,Butler,2016
2016_1114_1143,0.42676133697,Ark Little Rock,California,2016
2016_1114_1151,0.648358162264,Ark Little Rock,Chattanooga,2016
2016_1114_1153,0.337628736669,Ark Little Rock,Cincinnati,2016
2016_1114_1160,0.543663816375,Ark Little Rock,Colorado,2016
2016_1114_1163,0.431165785184,Ark Little Rock,Connecticut,2016
2016_1114_1167,0.72882765121,Ark Little Rock,CS Bakersfield,2016
2016_1114_1173,0.507327087606,Ark Little Rock,Dayton,2016
2016_1114_1181,0.27105263399,Ark Little Rock,Duke,2016
2016_1114_1192,0.941329466504,Ark Little Rock,F Dickinson,2016
2016_1114_1195,0.872400826785,Ark Little Rock,FL Gulf Coast,2016
2016_1114_1201,0.683966317829,Ark Little Rock,Fresno St,2016
2016_1114_1211,0.40603539496,Ark Little Rock,Gonzaga,2016
2016_1114_1214,0.906979821767,Ark Little Rock,Hampton,2016
2016_1114_1218,0.592057093937,Ark Little Rock,Hawaii,2016
2016_1114_1221,0.94808376826,Ark Little Rock,Holy Cross,2016
2016_1114_1231,0.275012745489,Ark Little Rock,Indiana,2016
2016_1114_1233,0.708849471327,Ark Little Rock,Iona,2016
2016_1114_1234,0.335243575424,Ark Little Rock,Iowa,2016
2016_1114_1235,0.367787009991,Ark Little Rock,Iowa St,2016
2016_1114_1242,0.170777435517,Ark Little Rock,Kansas,2016
2016_1114_1246,0.251569377788,Ark Little Rock,Kentucky,2016
2016_1114_1268,0.420201646319,Ark Little Rock,Maryland,2016
2016_1114_1274,0.295527424685,Ark Little Rock,Miami FL,2016
2016_1114_1276,0.471533871936,Ark Little Rock,Michigan,2016
2016_1114_1277,0.193397193003,Ark Little Rock,Michigan St,2016
2016_1114_1292,0.764479804841,Ark Little Rock,MTSU,2016
2016_1114_1314,0.182722698905,Ark Little Rock,North Carolina,2016
2016_1114_1320,0.696474863836,Ark Little Rock,Northern Iowa,2016
2016_1114_1323,0.478081350158,Ark Little Rock,Notre Dame,2016
2016_1114_1328,0.261921922853,Ark Little Rock,Oklahoma,2016
2016_1114_1332,0.279554784166,Ark Little Rock,Oregon,2016
2016_1114_1333,0.54811651951,Ark Little Rock,Oregon St,2016
2016_1114_1338,0.393952271072,Ark Little Rock,Pittsburgh,2016
2016_1114_1344,0.559275398582,Ark Little Rock,Providence,2016
2016_1114_1345,0.279798141049,Ark Little Rock,Purdue,2016
